time,elapsed_time,compute_time
4407186745,940,97
4407187806,1061,101
4407188753,947,103
4407189771,1018,103
4407190744,973,96
4407191743,999,97
4407192743,1000,96
4407193743,1000,96
4407194743,1000,96
4407195742,999,96
4407196742,1000,96
4407197742,1000,96
4407198742,1000,96
4407199742,1000,96
4407200742,1000,96
4407201743,1001,96
4407202742,999,96
4407203743,1001,96
4407204742,999,96
4407205743,1001,96
4407206742,999,96
4407207742,1000,96
4407208743,1001,96
4407209743,1000,96
4407210742,999,96
4407211742,1000,96
4407212744,1002,96
4407213743,999,96
4407214742,999,96
4407215742,1000,96
4407216744,1002,97
4407217742,998,96
4407218742,1000,96
4407219741,999,96
4407220743,1002,97
4407221743,1000,96
4407222743,1000,96
4407223743,1000,97
4407224742,999,97
4407225743,1001,96
4407226742,999,96
4407227742,1000,96
4407228743,1001,96
4407229743,1000,96
4407230742,999,96
4407231742,1000,96
4407232743,1001,96
4407233742,999,96
4407234742,1000,96
4407235742,1000,96
4407236742,1000,97
4407237742,1000,96
4407238742,1000,96
4407239741,999,96
4407240741,1000,96
4407241743,1002,97
4407242742,999,96
4407243742,1000,96
4407244745,1003,97
4407245751,1006,98
4407246743,992,96
4407247751,1008,97
4407248746,995,97
4407249746,1000,97
4407250743,997,96
4407251742,999,96
4407252742,1000,97
4407253742,1000,96
4407254742,1000,96
4407255742,1000,96
4407256741,999,96
4407257742,1001,96
4407258742,1000,96
4407259742,1000,96
4407260741,999,96
4407261742,1001,96
4407262742,1000,96
4407263742,1000,96
4407264742,1000,96
4407265742,1000,96
4407266742,1000,96
4407267742,1000,96
4407268742,1000,96
4407269742,1000,96
4407270742,1000,96
4407271742,1000,96
4407272742,1000,97
4407273742,1000,96
4407274742,1000,96
4407275742,1000,96
4407276741,999,96
4407277742,1001,96
4407278742,1000,96
4407279742,1000,96
4407280744,1002,97
4407281742,998,96
4407282742,1000,96
4407283742,1000,96
4407284743,1001,97
4407285742,999,96
4407286743,1001,96
4407287742,999,96
4407288742,1000,97
4407289742,1000,96
4407290751,1009,98
4407291743,992,96
4407292752,1009,99
4407293744,992,97
4407294743,999,96
4407295741,998,96
4407297601,1860,102
4407297754,153,97
4407298904,1150,100
4407299746,842,97
4407300743,997,97
4407301743,1000,96
4407302743,1000,96
4407303742,999,97
4407304742,1000,96
4407305742,1000,96
4407306742,1000,96
4407307742,1000,96
4407308743,1001,97
4407309742,999,96
4407310742,1000,96
4407311742,1000,96
4407312742,1000,96
4407313742,1000,96
4407314741,999,96
4407315741,1000,96
4407316742,1001,96
4407317742,1000,96
4407318742,1000,96
4407319742,1000,96
4407320741,999,96
4407321742,1001,96
4407322742,1000,96
4407323742,1000,96
4407324742,1000,96
4407325742,1000,96
4407326742,1000,96
4407327743,1001,96
4407328742,999,96
4407329742,1000,96
4407330742,1000,96
4407331742,1000,96
4407332742,1000,96
4407333742,1000,96
4407334741,999,96
4407335743,1002,97
4407336743,1000,97
4407337743,1000,97
4407338743,1000,97
4407339742,999,96
4407340742,1000,96
4407341746,1004,96
4407342745,999,96
4407343745,1000,96
4407344743,998,96
4407345745,1002,96
4407346746,1001,97
4407347745,999,96
4407348743,998,96
4407349745,1002,96
4407350745,1000,96
4407351744,999,96
4407352744,1000,96
4407353750,1006,97
4407354749,999,97
4407355749,1000,98
4407356743,994,96
4407357745,1002,96
4407358745,1000,96
4407359744,999,96
4407360744,1000,96
4407361745,1001,96
4407362745,1000,96
4407363745,1000,96
4407364745,1000,97
4407365746,1001,96
4407366745,999,96
4407367744,999,96
4407368743,999,96
4407369746,1003,96
4407370745,999,96
4407371744,999,96
4407372743,999,96
4407373744,1001,96
4407374745,1001,96
4407375744,999,96
4407376743,999,96
4407377745,1002,96
4407378745,1000,96
4407379744,999,96
4407380744,1000,96
4407381745,1001,96
4407382745,1000,96
4407383745,1000,96
4407384744,999,96
4407385745,1001,96
4407386746,1001,96
4407387745,999,96
4407388743,998,96
4407389745,1002,96
4407390745,1000,96
4407391743,998,96
4407392742,999,96
4407393744,1002,96
4407394745,1001,96
4407395745,1000,96
4407396742,997,96
4407397745,1003,96
4407398745,1000,96
4407399744,999,96
4407400745,1001,97
4407401745,1000,96
4407402745,1000,96
4407403745,1000,96
4407404743,998,96
4407405745,1002,96
4407406745,1000,96
4407407745,1000,96
4407408743,998,96
4407409745,1002,96
4407410744,999,96
4407411744,1000,96
4407412742,998,96
4407413745,1003,96
4407414745,1000,96
4407415744,999,96
4407416742,998,96
4407417745,1003,96
4407418745,1000,96
4407419744,999,96
4407420743,999,96
4407421745,1002,96
4407422745,1000,96
4407423744,999,96
4407424743,999,96
4407425745,1002,96
4407426745,1000,96
4407427745,1000,96
4407428747,1002,97
4407429745,998,96
4407430744,999,96
4407431745,1001,97
4407432744,999,97
4407433745,1001,96
4407434746,1001,97
4407435745,999,96
4407436743,998,96
4407437745,1002,96
4407438745,1000,96
4407439744,999,96
4407440743,999,96
4407441745,1002,96
4407442745,1000,97
4407443744,999,96
4407444743,999,96
4407445745,1002,96
4407446746,1001,97
4407447745,999,96
4407448742,997,96
4407449744,1002,96
4407450744,1000,96
4407451744,1000,96
4407452742,998,96
4407453745,1003,96
4407454745,1000,96
4407455745,1000,96
4407456743,998,96
4407457745,1002,96
4407458745,1000,96
4407459744,999,96
4407460743,999,96
4407461745,1002,96
4407462745,1000,96
4407463744,999,96
4407464743,999,96
4407465745,1002,96
4407466745,1000,96
4407467743,998,96
4407468742,999,96
4407469744,1002,96
4407470745,1001,96
4407471744,999,96
4407472742,998,96
4407473745,1003,96
4407474745,1000,96
4407475744,999,96
4407476743,999,96
4407477745,1002,96
4407478745,1000,96
4407479744,999,96
4407480743,999,96
4407481745,1002,96
4407482745,1000,96
4407483744,999,96
4407484743,999,96
4407485745,1002,96
4407486745,1000,96
4407487743,998,96
4407488742,999,96
4407489744,1002,96
4407490745,1001,96
4407491745,1000,96
4407492742,997,96
4407493745,1003,96
4407494745,1000,96
4407495744,999,96
4407496746,1002,96
4407497752,1006,98
4407498746,994,96
4407499746,1000,97
4407500743,997,96
4407501745,1002,96
4407502746,1001,96
4407503745,999,96
4407504744,999,96
4407505745,1001,96
4407506744,999,96
4407507743,999,96
4407508742,999,96
4407509745,1003,96
4407510745,1000,96
4407511744,999,96
4407512742,998,96
4407513745,1003,96
4407514745,1000,96
4407515744,999,96
4407516745,1001,97
4407517745,1000,96
4407518745,1000,96
4407519745,1000,96
4407520744,999,96
4407521745,1001,96
4407522745,1000,96
4407523744,999,96
4407524744,1000,96
4407525744,1000,96
4407526744,1000,96
4407527743,999,96
4407528742,999,96
4407529745,1003,96
4407530745,1000,96
4407531744,999,96
4407532743,999,96
4407533745,1002,96
4407534745,1000,96
4407535744,999,96
4407536743,999,96
4407537745,1002,96
4407538745,1000,96
4407539744,999,96
4407540743,999,96
4407541745,1002,96
4407542745,1000,96
4407543744,999,96
4407544742,998,96
4407545744,1002,96
4407546744,1000,96
4407547744,1000,96
4407548742,998,96
4407549745,1003,96
4407550745,1000,96
4407551744,999,96
4407552743,999,96
4407553745,1002,96
4407554745,1000,96
4407555744,999,96
4407556743,999,96
4407557745,1002,96
4407558745,1000,96
4407559745,1000,96
4407560743,998,96
4407561745,1002,96
4407562745,1000,96
4407563743,998,96
4407564742,999,96
4407565744,1002,96
4407566745,1001,96
4407567744,999,96
4407568742,998,96
4407569744,1002,96
4407570745,1001,96
4407571744,999,96
4407572743,999,96
4407573745,1002,96
4407574745,1000,96
4407575744,999,96
4407576743,999,96
4407577745,1002,96
4407578745,1000,96
4407579744,999,96
4407580743,999,96
4407581745,1002,96
4407582745,1000,96
4407583744,999,96
4407584742,998,96
4407585745,1003,96
4407586745,1000,96
4407587744,999,96
4407588743,999,96
4407589745,1002,96
4407590745,1000,96
4407591744,999,96
4407592743,999,96
4407593745,1002,96
4407594745,1000,96
4407595744,999,96
4407596744,1000,96
4407597743,999,96
4407598742,999,96
4407599742,1000,96
4407600742,1000,96
4407601742,1000,96
4407602741,999,96
4407603741,1000,96
4407604741,1000,96
4407605743,1002,96
4407606742,999,96
4407607742,1000,96
4407608741,999,96
4407609742,1001,96
4407610742,1000,96
4407611742,1000,96
4407612742,1000,96
4407613742,1000,96
4407614742,1000,96
4407615742,1000,96
4407616742,1000,96
4407617742,1000,96
4407618742,1000,96
4407619742,1000,96
4407620742,1000,96
4407621742,1000,96
4407622741,999,96
4407623741,1000,96
4407624741,1000,96
4407625744,1003,96
4407626742,998,96
4407627741,999,96
4407628741,1000,96
4407629742,1001,96
4407630742,1000,96
4407631741,999,96
4407632742,1001,96
4407633742,1000,96
4407634742,1000,96
4407635742,1000,96
4407636742,1000,96
4407637742,1000,96
4407638742,1000,96
4407639741,999,96
4407640742,1001,96
4407641741,999,96
4407642742,1001,96
4407643741,999,96
4407644741,1000,96
4407645742,1001,96
4407646742,1000,96
4407647742,1000,96
4407648747,1005,97
4407649743,996,96
4407650744,1001,97
4407651742,998,96
4407652742,1000,96
4407653742,1000,96
4407654742,1000,97
4407655742,1000,96
4407656742,1000,96
4407657742,1000,96
4407658742,1000,96
4407659741,999,96
4407660742,1001,96
4407661741,999,96
4407662741,1000,96
4407663741,1000,96
4407664741,1000,96
4407665742,1001,96
4407666742,1000,96
4407667741,999,96
4407668742,1001,96
4407669742,1000,96
4407670742,1000,96
4407671741,999,96
4407672742,1001,97
4407673744,1002,96
4407674742,998,96
4407675742,1000,96
4407676742,1000,96
4407677741,999,96
4407678747,1006,97
4407679742,995,96
4407680742,1000,96
4407681741,999,96
4407682742,1001,96
4407683741,999,96
4407684741,1000,96
4407685742,1001,96
4407686742,1000,96
4407687742,1000,96
4407688741,999,96
4407689742,1001,96
4407690742,1000,96
4407691742,1000,96
4407692742,1000,96
4407693742,1000,96
4407694742,1000,96
4407695741,999,96
4407696748,1007,97
4407697743,995,96
4407698742,999,97
4407699741,999,96
4407700742,1001,96
4407701742,1000,96
4407702741,999,96
4407703742,1001,96
4407704741,999,96
4407705742,1001,96
4407706742,1000,96
4407707741,999,96
4407708743,1002,97
4407709743,1000,97
4407710743,1000,97
4407711743,1000,97
4407712743,1000,97
4407713742,999,96
4407714742,1000,96
4407715742,1000,96
4407716742,1000,96
4407717742,1000,96
4407718742,1000,96
4407719741,999,96
4407720741,1000,96
4407721741,1000,96
4407722741,1000,96
4407723742,1001,96
4407724741,999,96
4407725742,1001,96
4407726742,1000,96
4407727741,999,96
4407728742,1001,96
4407729742,1000,96
4407730742,1000,96
4407731741,999,96
4407732742,1001,96
4407733742,1000,96
4407734742,1000,96
4407735741,999,96
4407736742,1001,96
4407737742,1000,96
4407738742,1000,96
4407739741,999,96
4407740741,1000,96
4407741812,1071,100
4407742746,934,97
4407743743,997,97
4407744743,1000,97
4407745743,1000,96
4407746745,1002,96
4407747748,1003,97
4407748743,995,97
4407749742,999,96
4407750742,1000,96
4407751742,1000,96
4407752743,1001,96
4407753743,1000,96
4407754742,999,96
4407755742,1000,96
4407756742,1000,97
4407757742,1000,96
4407758742,1000,96
4407759741,999,96
4407760742,1001,96
4407761742,1000,96
4407762742,1000,96
4407763743,1001,96
4407764741,998,96
4407765742,1001,96
4407766742,1000,96
4407767742,1000,96
4407768742,1000,96
4407769742,1000,96
4407770741,999,96
4407771748,1007,97
4407772743,995,96
4407773742,999,96
4407774743,1001,96
4407775742,999,96
4407776742,1000,96
4407777742,1000,96
4407778741,999,96
4407779741,1000,96
4407780764,1023,99
4407781828,1064,103
4407782769,941,97
4407783821,1052,102
4407784747,926,97
4407785742,995,96
4407786742,1000,96
4407787742,1000,96
4407788742,1000,96
4407789742,1000,96
4407790744,1002,97
4407791742,998,96
4407792742,1000,97
4407793742,1000,96
4407794742,1000,96
4407795742,1000,96
4407796744,1002,96
4407797741,997,96
4407798742,1001,96
4407799741,999,96
4407800741,1000,96
4407801742,1001,96
4407802742,1000,96
4407803741,999,96
4407804745,1004,97
4407805742,997,96
4407806742,1000,96
4407807741,999,96
4407808742,1001,96
4407809742,1000,96
4407810742,1000,96
4407811741,999,96
4407812742,1001,96
4407813742,1000,96
4407814742,1000,96
4407815741,999,96
4407816741,1000,97
4407817741,1000,96
4407818741,1000,96
4407819742,1001,96
4407820741,999,96
4407821742,1001,96
4407822742,1000,96
4407823742,1000,96
4407824742,1000,96
4407825742,1000,96
4407826742,1000,96
4407827741,999,96
4407828742,1001,96
4407829742,1000,96
4407830742,1000,96
4407831741,999,96
4407832742,1001,96
4407833742,1000,96
4407834742,1000,96
4407835741,999,96
4407836741,1000,96
4407837741,1000,96
4407838741,1000,96
4407839742,1001,96
4407840741,999,96
4407841742,1001,96
4407842742,1000,96
4407843741,999,96
4407844742,1001,96
4407845742,1000,96
4407846742,1000,96
4407847742,1000,96
4407848742,1000,96
4407849742,1000,96
4407850742,1000,96
4407851741,999,96
4407852801,1060,98
4407853778,977,99
4407854760,982,98
4407856311,1551,104
4407856749,438,96
4407857788,1039,102
4407858747,959,96
4407859742,995,97
4407860742,1000,96
4407861742,1000,96
4407862742,1000,96
4407863742,1000,96
4407864742,1000,96
4407865742,1000,96
4407866742,1000,97
4407867742,1000,96
4407868742,1000,96
4407869742,1000,96
4407870742,1000,96
4407871741,999,96
4407872742,1001,96
4407873741,999,96
4407874741,1000,96
4407875741,1000,96
4407876741,1000,96
4407877742,1001,96
4407878742,1000,96
4407879741,999,96
4407880741,1000,96
4407881743,1002,96
4407882742,999,96
4407883742,1000,96
4407884742,1000,96
4407885742,1000,96
4407886742,1000,97
4407887742,1000,96
4407888742,1000,96
4407889742,1000,96
4407890742,1000,96
4407891741,999,96
4407892742,1001,96
4407893741,999,96
4407894741,1000,96
4407895741,1000,96
4407896750,1009,98
4407897743,993,96
4407898744,1001,97
4407899742,998,96
4407900817,1075,106
4407901828,1011,100
4407902832,1004,105
4407903759,927,97
4407904746,987,97
4407905742,996,96
4407906742,1000,96
4407907741,999,96
4407908744,1003,96
4407909742,998,96
4407910741,999,96
4407911741,1000,96
4407912742,1001,96
4407913743,1001,96
4407914742,999,96
4407915742,1000,96
4407916741,999,96
